"year","price","mileage","tax","mpg","engineSize","model.B.MAX","model.C.MAX","model.EcoSport","model.Edge","model.Fiesta","model.Focus","model.Fusion","model.Galaxy","model.Grand.C.MAX","model.Grand.Tourneo.Connect","model.KA","model.Ka.+","model.Kuga","model.Mondeo","model.Mustang","model.Puma","model.S.MAX","model.Tourneo.Connect","model.Tourneo.Custom","model.Transit.Tourneo","transmissionAutomatic","transmissionManual","transmissionSemi.Auto","fuelTypeDiesel","fuelTypeElectric","fuelTypeHybrid","fuelTypeOther","fuelTypePetrol"
0.666666666666667,0.426745164003364,0.271404067630483,0.547169811320755,0.764705882352941,0.384615384615385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.444444444444444,0.254331370899916,0.388899779465817,0.113207547169811,0.447058823529412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.888888888888889,0.708368376787216,0.167507963734379,0.547169811320755,0.321008403361345,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.777777777777778,0.308873002523129,0.31579269786817,0.547169811320755,0.620168067226891,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.555555555555556,0.350925147182506,0.378853222249449,0,0.764705882352941,0.384615384615385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.666666666666667,0.477207737594617,0.300208282283754,0.566037735849057,0.594957983193277,0.384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.666666666666667,0.393103448275862,0.0804582210242588,0.547169811320755,0.571428571428571,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.555555555555556,0.266947014297729,0.526329331046312,0.113207547169811,0.547899159663865,0.384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
0.777777777777778,0.590748528174937,0.0626807155109042,0.547169811320755,0.428571428571428,0.384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.555555555555556,0.266947014297729,0.388814016172507,0.471698113207547,0.411764705882353,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.444444444444444,0.224894869638352,0.235371232541044,0,0.620168067226891,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.777777777777778,0.414003364171573,0.152229845626072,0.547169811320755,0.620168067226891,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.666666666666667,0.224768713204373,0.157694192599853,0.547169811320755,0.485714285714286,0.153846153846154,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0.81349873843566,0.0503553050722862,0.547169811320755,0.363025210084034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0.777777777777778,0.603238015138772,0.425006125949522,0.547169811320755,0.526050420168067,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.777777777777778,0.392977291841884,0.394106836559667,0.547169811320755,0.620168067226891,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.888888888888889,0.729394449116905,0.138581230090664,0.547169811320755,0.321008403361345,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.666666666666667,0.266820857863751,0.386645430041656,0.547169811320755,0.620168067226891,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.666666666666667,0.237384356602187,0.281781426121049,0.547169811320755,0.485714285714286,0.153846153846154,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.777777777777778,0.506644238856182,0.0789144817446704,0.547169811320755,0.428571428571428,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.555555555555556,0.330025231286796,0.362521440823328,0,0.485714285714286,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.777777777777778,0.498107653490328,0.208637588826268,0.547169811320755,0.485714285714286,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.555555555555556,0.266820857863751,0.275569713305562,0.0754716981132075,0.526050420168067,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.555555555555556,0.561185870479394,0.362643959813771,0.0754716981132075,0.647058823529412,0.769230769230769,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.555555555555556,0.350925147182506,0.32466307277628,0.471698113207547,0.505882352941176,0.769230769230769,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0.666666666666667,0.729394449116905,0.171514334721882,0.754716981132076,0.26890756302521,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
